监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2023-03-22 20:00:00,13.815,8.5206,4.6,0.0905,0.058,5.5985,12.5893
2023-03-23 00:00:00,12.96,8.39505,4.6,0.0905,0.058,5.5985,10.81745
2023-03-23 04:00:00,12.765,8.3598,3.965,0.098,0.062,5.3965,9.86785
2023-03-23 08:00:00,12.525,8.3078,3.915,0.123,0.065,5.6475,9.59655
2023-03-23 12:00:00,12.965,8.44035,4.18,0.1035,0.066,5.3965,11.9288
2023-03-23 16:00:00,12.7,8.555,4.22,0.0905,0.067,5.5255,12.3048
2023-03-23 20:00:00,12.31,8.4729,4.265,0.124,0.0655,5.6605,10.9326
2023-03-24 00:00:00,11.98,8.37915,4.265,0.124,0.0655,5.6605,10.1351
2023-03-24 04:00:00,11.49,8.3435,3.965,0.1515,0.0715,5.589,9.74425
2023-03-24 08:00:00,11.135,8.30325,3.935,0.214,0.0735,5.8385,9.8012
2023-03-24 12:00:00,11.885,8.4497,3.9,0.216,0.0745,5.789,11.7934
2023-03-24 16:00:00,12.275,8.5436,4.27,0.186,0.074,5.6155,12.45455
2023-03-24 20:00:00,11.905,8.50395,4.205,0.168,0.0685,5.6345,11.15395
2023-03-25 00:00:00,11.525,8.38585,4.205,0.168,0.0685,5.6345,10.0399
2023-03-25 04:00:00,11.195,8.33305,3.535,0.2405,0.0725,5.713,9.73675
2023-03-25 08:00:00,10.95,8.3063,3.63,0.2855,0.0765,5.961,9.95965
2023-03-25 12:00:00,12.725,8.42505,4.08,0.4895,0.0755,5.9785,12.4176
2023-03-25 16:00:00,14.42,8.5896,4.305,0.384,0.0695,5.914,13.75715
2023-03-26 04:00:00,11.115,8.29975,3.615,0.416,0.07,6.023,9.5423
2023-03-26 08:00:00,11.01,8.2988,3.575,0.407,0.071,6.0625,9.9628
2023-03-26 12:00:00,13.055,8.47625,3.965,0.3405,0.068,5.7585,12.84545
2023-03-26 16:00:00,14.69,8.64155,3.965,0.2255,0.0635,5.47,13.9226
2023-03-26 20:00:00,13.61,8.5929,4.195,0.195,0.0635,5.492,11.43575
2023-03-27 00:00:00,12.595,8.45405,4.195,0.195,0.0635,5.492,10.1386
2023-03-27 04:00:00,11.67,8.3717,3.64,0.2475,0.0655,5.7455,9.6684
2023-03-27 08:00:00,11.02,8.35215,3.59,0.2535,0.0675,5.855,10.08725
2023-03-27 12:00:00,14.2,8.57085,4.05,0.2045,0.067,5.4595,14.4466
2023-03-27 20:00:00,14.8,8.60575,4.595,0.154,0.0645,5.7535,11.82175
2023-03-28 04:00:00,12.45,8.3614,3.94,0.156,0.069,5.359,9.60195
2023-03-28 08:00:00,12.02,8.3236,3.88,0.192,0.078,5.658,9.9335
2023-03-28 12:00:00,15.245,8.554,3.88,0.192,0.078,5.658,14.0977
2023-03-30 04:00:00,13.66,8.30375,4.465,0.1835,0.0855,5.9085,9.12545
2023-03-30 08:00:00,14.58,8.172,6.57,0.083,0.113,5.963,9.794
2023-03-30 12:00:00,15.99,8.7361,2.4,0.193,0.044,5.415,16.4515
2023-03-30 16:00:00,17.32,8.642,5.5,0.186,0.081,5.7085,14.59385
2023-03-30 20:00:00,15.72,8.5493,4.795,0.203,0.0785,5.8415,10.24765
2023-03-31 00:00:00,14.61,8.3857,4.795,0.203,0.0785,5.8415,9.12035
2023-03-31 04:00:00,13.87,8.32195,4.24,0.1295,0.0795,5.68,9.08485
2023-03-31 08:00:00,13.67,8.3085,4.265,0.089,0.077,5.367,9.56885
2023-03-31 12:00:00,15.89,8.5761,4.675,0.0605,0.0775,5.29,13.32475
2023-03-31 16:00:00,17.18,8.73835,4.675,0.0605,0.0775,5.29,15.0558
2023-03-31 20:00:00,15.895,8.53665,5.195,0.1395,0.0775,5.2475,10.60905
2023-04-01 04:00:00,13.96,8.304,4.26,0.1185,0.0785,5.3405,8.9665
2023-04-01 08:00:00,13.815,8.32355,4.105,0.076,0.0805,4.9845,9.6744
2023-04-01 12:00:00,16.82,8.62635,4.395,0.0335,0.0835,4.6985,15.22615
2023-04-01 16:00:00,19.1,8.489,7.6,0.025,0.106,5.328,13.852
2023-04-01 20:00:00,17.2,8.6228,4.7,0.0355,0.085,5.152,10.5773
2023-04-02 00:00:00,16.195,8.40455,4.7,0.0355,0.085,5.152,8.81495
2023-04-02 04:00:00,15.77,8.27555,4.32,0.1505,0.09,5.183,8.45275
2023-04-02 08:00:00,16.065,8.23715,4.6,0.1035,0.0925,5.25,8.67585
2023-04-02 12:00:00,17.58,8.197,6.97,0.026,0.117,5.622,9.966
2023-04-02 16:00:00,16.735,8.48545,4.63,0.039,0.0895,4.85,10.21945
2023-04-02 20:00:00,15.54,8.3329,4.22,0.1015,0.091,4.9185,8.8597
2023-04-03 00:00:00,15.045,8.2457,4.22,0.1015,0.091,4.9185,8.6503
2023-04-03 08:00:00,14.14,8.15035,4.2,0.276,0.1115,5.1235,8.7837
2023-04-03 12:00:00,13.98,8.1907,5.065,0.315,0.112,4.9255,9.256
2023-04-03 16:00:00,13.9,8.18445,4.895,0.3235,0.136,5.198,9.41015
2023-04-03 20:00:00,13.6,8.1979,5.345,0.3345,0.135,5.04,9.04485
2023-04-04 00:00:00,13.345,8.1868,5.37,0.418,0.144,4.883,8.89955
2023-04-04 04:00:00,13.15,8.20365,5.41,0.35,0.133,4.9315,9.0946
2023-04-04 08:00:00,12.92,8.21395,5.33,0.3535,0.143,4.871,9.20395
2023-04-04 12:00:00,13.67,8.232,6.875,0.8855,0.1695,5.7505,9.4888
2023-04-04 16:00:00,13.81,8.2613,6.01,0.799,0.148,5.565,9.6591
2023-04-04 20:00:00,13.335,8.17745,6.61,1.573,0.2235,6.5945,8.95895
2023-04-05 04:00:00,12.45,8.1617,6.295,1.527,0.1785,6.4855,8.97755
2023-04-05 08:00:00,12.385,8.19605,6.19,1.4935,0.171,6.632,9.2884
2023-04-05 12:00:00,12.995,8.24845,6.57,1.8125,0.182,6.973,9.7678
2023-04-05 16:00:00,14.95,7.933,9.15,1.172,0.273,5.334,8.767
2023-04-05 20:00:00,12.955,8.2444,6.4,2.987,0.1735,7.862,9.0695
2023-04-06 00:00:00,12.445,8.2514,6.31,2.688,0.166,7.4145,9.23735
2023-04-06 04:00:00,9.47,8.5447,4.31,4.426,0.079,10.122,9.7386
2023-04-06 20:00:00,12.925,8.35845,5.855,1.3885,0.1465,6.7815,9.58985
2023-04-07 00:00:00,12.255,8.31785,5.705,1.4035,0.137,5.737,9.45055
2023-04-07 04:00:00,11.57,8.29695,5.445,1.413,0.133,5.603,9.6359
2023-04-07 08:00:00,11.045,8.2909,5.6,1.916,0.1305,6.2395,10.009
2023-04-07 12:00:00,13.17,8.3683,5.455,2.152,0.13,6.3315,11.53965
2023-04-07 16:00:00,14.865,8.39555,6.9995,2.0955,0.154325,6.07975,11.1868
2023-04-07 20:00:00,13.66,8.3623,5.27,1.9705,0.1085,6.269,9.7465
2023-04-08 00:00:00,13.07,8.3199,5.14,1.85,0.1045,6.1705,9.3549
2023-04-08 04:00:00,11.7,8.6033,3.41,0.711,0.043,4.978,9.5043
2023-04-08 08:00:00,11.715,8.3249,4.99,1.303,0.1035,6.084,10.04965
2023-04-08 12:00:00,14.005,8.42015,4.615,1.077,0.108,5.747,11.97135
2023-04-08 16:00:00,15.72,8.4831,4.515,0.9505,0.107,5.557,12.17885
2023-04-08 20:00:00,14.685,8.4471,4.3,0.7995,0.0915,5.3985,9.8865
2023-04-09 00:00:00,14.235,8.3867,4.3,0.7995,0.0915,5.3985,9.40995
2023-04-09 04:00:00,13.92,8.38605,3.85,0.7215,0.084,5.4125,9.2742
2023-04-09 08:00:00,13.48,8.36525,3.945,0.764,0.085,5.6865,9.85545
2023-04-09 12:00:00,16.06,8.5099,3.875,0.5635,0.0825,5.2175,12.7739
2023-04-09 16:00:00,17.6,8.54715,4.36,0.598,0.0825,5.4045,12.74945
2023-04-09 20:00:00,16.33,8.4985,4.525,0.6505,0.079,5.6525,9.5531
2023-04-10 00:00:00,15.595,8.41895,4.295,0.6715,0.0785,5.903,9.16045
2023-04-10 04:00:00,15.215,8.4049,4.24,0.818,0.0815,6.345,9.07555
2023-04-10 08:00:00,14.93,8.3785,4.515,1.1075,0.0955,6.6015,9.61845
2023-04-10 12:00:00,17.38,8.59615,4.855,1.298,0.132,6.8125,13.9092
2023-04-10 16:00:00,18.64,8.6687,6.21,1.4755,0.2065,7.2615,14.7091
2023-04-10 20:00:00,17.205,8.5903,4.92,1.355,0.1485,6.951,9.8777
2023-04-11 00:00:00,16.45,8.47205,4.745,1.1345,0.1265,6.5085,9.0482
2023-04-11 04:00:00,16.22,8.45935,4.435,0.9945,0.1085,6.267,8.9649
2023-04-11 08:00:00,15.905,8.42915,4.27,0.9645,0.0965,6.332,9.6796
2023-04-11 12:00:00,17.26,8.63625,4.415,0.771,0.0915,6.1535,13.86385
2023-04-11 16:00:00,18.285,8.7356,4.69,0.8455,0.086,5.9245,16.63245
2023-04-11 20:00:00,16.795,8.63265,4.42,0.794,0.0835,5.628,9.91155
2023-04-12 00:00:00,15.6,8.48335,4.27,0.801,0.0855,5.7145,8.91475
2023-04-12 04:00:00,14.95,8.46435,4.31,0.6555,0.084,5.588,8.90565
2023-04-12 08:00:00,14.705,8.4631,4.295,0.5955,0.083,5.6125,9.77465
2023-04-12 12:00:00,16.96,8.6809,4.68,0.5005,0.0815,5.473,16.88425
2023-04-12 16:00:00,18.29,8.7423,5.045,0.5475,0.0835,5.4185,15.6837
2023-04-12 20:00:00,17.14,8.6124,5.06,0.565,0.08,5.842,9.7929
2023-04-13 00:00:00,16.275,8.49445,4.68,0.4825,0.0825,5.41,8.6848
2023-04-13 04:00:00,16.35,8.45445,4.565,0.459,0.083,5.242,8.62915
2023-04-13 08:00:00,16.415,8.4138,4.43,0.337,0.083,4.8915,8.62465
2023-04-13 12:00:00,16.975,8.62865,4.43,0.312,0.084,4.919,14.74125
2023-04-13 16:00:00,17.06,8.6284,5.025,0.391,0.0805,4.9535,12.89565
2023-04-13 20:00:00,16.5,8.5323,4.66,0.45,0.082,5.083,9.2651
2023-04-14 00:00:00,15.755,8.4351,4.415,0.364,0.082,5.0395,8.35505
2023-04-14 04:00:00,15.315,8.41,4.415,0.364,0.082,5.0395,8.49555
2023-04-14 08:00:00,15.245,8.29575,5.445,0.3525,0.10305,4.834,8.9541
2023-04-14 12:00:00,16.7,8.5542,5.05,0.1735,0.1,4.8945,13.6297
2023-04-14 16:00:00,17.55,8.63735,4.62,0.27,0.0835,4.893,11.9967
2023-04-14 20:00:00,16.71,8.45065,4.65,0.3445,0.0835,5.146,9.41905
2023-04-15 00:00:00,15.605,8.3119,4.16,0.4,0.0845,5.049,8.7192
2023-04-15 04:00:00,15.075,8.2628,4.615,0.393,0.0845,5.025,8.7774
2023-04-15 08:00:00,14.815,8.2776,4.245,0.224,0.0865,4.6625,9.3898
2023-04-15 12:00:00,16.685,8.43445,4.83,0.2505,0.0865,4.8685,11.5596
2023-04-15 16:00:00,17.79,8.54215,5.065,0.1925,0.0865,4.78,11.4499
2023-04-15 20:00:00,16.725,8.44385,5.27,0.2265,0.0895,4.9395,9.20115
2023-04-16 00:00:00,16.23,8.31335,5.27,0.2265,0.0895,4.9395,8.6467
2023-04-16 04:00:00,15.845,8.29645,5.085,0.0805,0.09,5.1035,8.51395
2023-04-16 08:00:00,17.33,8.058,6.5,0.137,0.127,5.789,8.183
2023-04-16 12:00:00,18.57,8.115,6.8,0.263,0.126,6.012,8.98
2023-04-16 16:00:00,19.24,8.63845,5.885,0.2235,0.093,5.551,12.40205
2023-04-16 20:00:00,18.22,8.5119,5.965,0.2745,0.086,5.241,9.3025
2023-04-17 00:00:00,17.51,8.351,5.505,0.215,0.0845,5.143,8.31665
2023-04-17 04:00:00,17.26,8.2477,5.18,0.1825,0.0835,5.1685,8.2259
2023-04-17 08:00:00,17.095,8.26145,5.08,0.1355,0.088,5.3935,8.9776
2023-04-17 12:00:00,19.1,8.50515,5.85,0.2035,0.089,5.2125,12.22025
2023-04-17 16:00:00,18.8,8.178,6.46,0.322,0.116,6.386,9.015
2023-04-17 20:00:00,19.19,8.49955,6.165,0.2425,0.084,5.4465,8.96525
2023-04-18 00:00:00,18.46,8.3396,5.34,0.233,0.0835,5.386,8.11095
2023-04-18 04:00:00,18.01,8.21475,5.05,0.2695,0.0865,5.408,8.0117
2023-04-18 08:00:00,17.75,8.1978,5.05,0.258,0.0905,5.2455,8.76185
2023-04-18 12:00:00,19.915,8.4129,5.7,0.2965,0.09,5.3125,11.448
2023-04-18 16:00:00,21.265,8.55145,6,0.306,0.092,5.27,11.9344
2023-04-18 20:00:00,20.265,8.47015,5.895,0.341,0.086,4.9925,8.9975
2023-04-19 00:00:00,19.485,8.3145,5.895,0.341,0.086,4.9925,7.9574
2023-04-19 04:00:00,19.055,8.2031,4.91,0.4805,0.0865,5.1845,7.82995
2023-04-19 08:00:00,18.87,8.20845,4.935,0.249,0.089,4.968,8.503
2023-04-19 12:00:00,20.995,8.49975,5.53,0.23,0.085,5.0555,12.11345
2023-04-19 16:00:00,22.78,8.6053,5.715,0.4195,0.084,5.32,12.4474
2023-04-19 20:00:00,21.52,8.5381,5.715,0.3205,0.08,5.1825,9.1153
2023-04-20 00:00:00,20.72,8.34575,5.435,0.3205,0.08,5.1825,7.8219
2023-04-20 04:00:00,20.46,8.23615,4.83,0.4125,0.084,5.163,7.84505
2023-04-20 08:00:00,20.04,8.24165,4.83,0.123,0.084,4.8885,8.43495
2023-04-20 12:00:00,21.065,8.51285,5.26,0.276,0.0845,4.8805,11.77715
2023-04-20 16:00:00,21.195,8.65955,5.36,0.1845,0.0835,5.0825,11.8069
2023-04-20 20:00:00,20.215,8.509,5.33,0.304,0.084,5.1175,9.0387
2023-04-21 00:00:00,19.135,8.32415,5.33,0.304,0.084,5.1175,7.9552
2023-04-21 04:00:00,18.245,8.2535,4.86,0.3775,0.083,5.145,8.08995
2023-04-21 08:00:00,17.51,8.19955,4.715,0.2135,0.0855,4.9625,8.17705
2023-04-21 12:00:00,16.58,8.2626,4.865,0.234,0.098,4.7275,8.93395
2023-04-21 16:00:00,15.62,8.2813,5.215,0.2715,0.1325,4.531,9.13855
2023-04-21 20:00:00,14.58,8.20795,5.295,0.313,0.1435,4.434,8.8143
2023-04-22 04:00:00,12.505,8.1855,5.75,0.3065,0.15,4.5125,9.27825
2023-04-22 08:00:00,12.08,8.20715,5.86,0.1895,0.1435,4.5335,9.54605
2023-04-22 12:00:00,12.09,8.26415,5.825,0.193,0.131,4.5615,10.16405
2023-04-22 16:00:00,11.835,8.2698,6.115,0.149,0.1375,4.7365,10.09835
2023-04-22 20:00:00,11.26,8.24955,6.455,0.3065,0.178,4.974,9.93265
2023-04-23 00:00:00,10.915,8.2221,6.455,0.3065,0.178,4.974,9.87415
2023-04-23 04:00:00,10.855,8.16605,6.975,0.708,0.1835,5.453,9.647
2023-04-23 08:00:00,10.82,8.0965,6.685,1.0695,0.184,5.9735,9.15845
2023-04-23 12:00:00,10.63,8.08995,6.435,1.0925,0.1685,5.274,9.41385
2023-04-23 16:00:00,10.955,8.09235,6.84,1.2235,0.2,5.958,9.36265
2023-04-23 20:00:00,10.755,8.1161,6.615,0.913,0.1885,5.24,9.5991
2023-04-24 00:00:00,10.34,8.13005,6.615,0.913,0.1885,5.24,9.714
2023-04-24 04:00:00,9.935,8.13235,6.435,1.0235,0.1705,5.4305,9.77945
2023-04-24 08:00:00,9.72,8.13455,6.08,0.931,0.157,5.304,9.8941
2023-04-24 12:00:00,10,8.12645,12.205,0.9515,0.15,5.1585,10.21005
2023-04-24 16:00:00,10.18,8.13235,5.98,0.995,0.141,5.118,10.5301
2023-04-24 20:00:00,10.005,8.14545,5.725,0.928,0.1315,4.9795,10.1605
2023-04-25 08:00:00,9.645,8.12935,5.46,1.2055,0.1525,5.268,10.59715
2023-04-25 12:00:00,11.685,8.2004,5.84,1.058,0.1365,5.105,10.5798
2023-04-25 16:00:00,13.665,8.236,5.335,1.0905,0.131,5.194,10.2304
2023-04-25 20:00:00,13.65,8.22385,5.265,1.1385,0.132,5.14,9.701
2023-04-26 00:00:00,13.005,8.17185,5.41,1.1415,0.129,5.3045,9.66925
2023-04-26 04:00:00,12.26,8.14955,5.47,1.173,0.12,5.0985,9.692
2023-04-26 08:00:00,12.04,8.17965,5.39,1.0715,0.118,5.2305,9.97515
2023-04-26 12:00:00,14.335,8.27135,5.49,0.843,0.116,5.0025,10.38095
2023-04-26 16:00:00,16.385,8.3053,5.505,0.7625,0.119,5.3825,9.89405
2023-04-26 20:00:00,16.185,8.2367,5.46,0.872,0.127,5.5455,9.0428
2023-04-27 00:00:00,15.58,8.189,5.33,1.0175,0.1265,5.6145,9.0108
2023-04-27 04:00:00,14.71,8.16035,5.33,1.0175,0.1265,5.6145,9.05105
2023-04-27 08:00:00,14.455,8.17715,4.955,1.0715,0.1245,6.0375,9.39015
2023-04-27 12:00:00,16.58,8.30515,4.92,0.9815,0.1195,5.795,10.09535
2023-04-27 16:00:00,17.755,8.3194,4.785,0.884,0.116,5.83,9.2296
2023-04-27 20:00:00,17.325,8.26345,4.845,0.923,0.1415,5.902,8.71735
2023-04-28 00:00:00,16.47,8.2101,4.845,0.923,0.1415,5.902,8.7693
2023-04-28 04:00:00,15.525,8.18005,4.84,1.604,0.1855,6.515,8.912
2023-04-28 08:00:00,15.03,8.19865,4.775,1.2455,0.1575,3.182175,9.2474
2023-04-28 12:00:00,16.005,8.3018,4.62,1.1555,0.139,2.876,9.79585
2023-04-28 16:00:00,16.21,8.32675,4.62,1.1025,0.133,2.80855,9.4516
2023-04-28 20:00:00,15.525,8.2956,4.55,1.0615,0.126,5.481,8.9884
2023-04-29 00:00:00,14.89,8.2298,4.62,1.067,0.134,6.025,8.9629
2023-04-29 04:00:00,13.82,8.2013,4.51,1.095,0.1195,5.629,9.1113
2023-04-29 08:00:00,13.33,8.21545,4.51,1.187,0.119,5.8265,9.4132
2023-04-29 12:00:00,15.19,8.31495,4.635,1.213,0.116,5.6625,10.0615
2023-04-29 16:00:00,16.865,8.31185,4.65,1.222,0.1205,5.677,9.5239
2023-04-29 20:00:00,16.67,8.28105,4.64,1.2125,0.1175,5.5995,8.6941
2023-04-30 00:00:00,15.78,8.20765,4.64,1.2125,0.1175,5.5995,8.6835
2023-04-30 04:00:00,14.585,8.16375,4.805,1.3145,0.1145,5.7555,8.78075
2023-04-30 08:00:00,14.01,8.17375,4.88,1.302,0.134,6.056,9.19265
2023-04-30 12:00:00,16.205,8.28205,4.88,1.3025,0.134,6.056,9.9499
2023-04-30 16:00:00,18.125,8.3285,4.875,1.271,0.121,5.803,9.6105
2023-04-30 20:00:00,17.635,8.24165,4.75,1.0935,0.119,5.7905,8.47595
2023-05-01 00:00:00,16.84,8.163,4.75,1.0935,0.119,5.7905,8.37615
2023-05-01 04:00:00,15.6,8.13955,4.75,1.0375,0.114,5.3625,8.49455
2023-05-01 08:00:00,15.025,8.1662,4.68,0.9765,0.1145,5.7885,9.00105
2023-05-01 12:00:00,17.255,8.30965,5.035,0.9275,0.117,5.699,9.96405
2023-05-01 16:00:00,18.675,8.33555,4.82,0.9425,0.1065,5.621,9.5728
2023-05-01 20:00:00,18.53,8.25,4.955,0.9545,0.1095,5.6895,8.44575
2023-05-02 00:00:00,18.41,8.14535,4.955,0.9545,0.1095,5.6895,8.3296
2023-05-02 04:00:00,17.7,8.0992,4.86,1.002,0.112,5.485,8.3718
2023-05-02 08:00:00,17.33,8.12365,4.55,0.921,0.1155,5.6855,8.65305
2023-05-02 12:00:00,19.465,8.3403,4.755,0.6345,0.117,5.164,9.9847
2023-05-02 16:00:00,20.9,8.3717,4.92,0.6365,0.112,5.447,9.28685
2023-05-02 20:00:00,20.5,8.22325,4.915,0.737,0.111,5.538,7.7228
2023-05-03 00:00:00,20.01,8.1551,4.915,0.737,0.111,5.538,7.17265
2023-05-03 04:00:00,19.285,8.07005,4.76,0.49,0.11,5.1505,7.3135
2023-05-03 08:00:00,18.805,8.1311,4.495,0.2235,0.11,4.8915,7.8848
2023-05-03 12:00:00,18.86,8.18285,4.795,0.238,0.1145,4.7045,8.45025
2023-05-03 16:00:00,18.735,8.2908,4.78,0.1575,0.114,4.5745,8.4796
2023-05-03 20:00:00,18.48,8.1709,4.78,0.334,0.1105,4.634,8.0021
2023-05-04 00:00:00,18.285,8.15255,4.78,0.334,0.1105,4.634,7.99345
2023-05-04 04:00:00,18,8.12735,4.645,0.267,0.11,4.55,8.00415
2023-05-04 08:00:00,17.78,8.1349,4.615,0.1545,0.1195,4.594,8.1015
2023-05-04 12:00:00,18.67,8.3295,4.88,0.126,0.1215,4.5605,9.4022
2023-05-04 16:00:00,18.675,8.3281,4.715,0.115,0.117,4.5205,8.8511
2023-05-04 20:00:00,18.705,8.281,4.81,0.114,0.115,4.5525,8.0426
2023-05-05 00:00:00,18.375,8.1673,4.81,0.114,0.115,4.5525,7.7468
2023-05-05 04:00:00,17.94,8.1226,4.72,0.134,0.1165,4.504,7.7231
2023-05-05 08:00:00,17.755,8.1165,4.72,0.134,0.1165,4.504,7.7045
2023-05-05 12:00:00,18.31,8.1736,5.055,0.265,0.1275,4.9855,7.9996
2023-05-05 16:00:00,18.61,8.16595,5.455,0.3175,0.1325,5.3415,8.0043
2023-05-05 20:00:00,18.185,8.12755,5.16,0.468,0.125,5.595,8.08225
2023-05-06 00:00:00,17.875,8.10955,5.16,0.468,0.125,5.595,8.1283
2023-05-06 04:00:00,17.525,8.09365,5.26,0.3885,0.125,5.353,8.0146
2023-05-06 08:00:00,17.075,8.10285,5.4,0.321,0.132,5.1655,8.1024
2023-05-06 12:00:00,17.03,8.1207,5.665,0.322,0.1365,4.8495,8.28435
2023-05-06 16:00:00,16.905,8.09615,5.91,0.349,0.16,6.021,8.0973
2023-05-06 20:00:00,16.65,8.08685,5.91,0.247,0.16,6.021,8.19495
2023-05-07 00:00:00,16.145,8.06865,6.27,0.247,0.2035,5.931,8.99045
2023-05-07 04:00:00,15.705,7.97895,7.665,0.5015,0.1545,6.5645,8.8015
2023-05-07 08:00:00,15.4,7.94745,7.665,0.7175,0.1545,6.5645,8.85495
2023-05-07 12:00:00,16.46,7.9763,8.27,0.5955,0.138,6.5645,8.96545
2023-05-07 16:00:00,17.01,8.01125,8.235,0.5395,0.134,6.5675,9.14655
2023-05-07 20:00:00,16.825,8.04115,8.515,0.4445,0.138,6.414,9.1494
2023-05-08 00:00:00,16.765,8.0756,8.515,0.4445,0.138,6.414,9.15255
2023-05-08 04:00:00,16.485,8.09475,9.675,0.3395,0.1445,6.396,9.1857
2023-05-08 08:00:00,16.265,8.10545,9.435,0.3415,0.1635,7.269,9.20295
2023-05-08 12:00:00,17.565,8.09355,9.16,0.2955,0.1525,7.169,8.5815
2023-05-08 16:00:00,18.73,8.1039,8.415,0.375,0.1525,7.471,8.9457
2023-05-08 20:00:00,18.25,8.10555,8.415,0.375,0.1525,7.471,8.7924
2023-05-11 08:00:00,15.915,8.1492,7.645,0.62,0.1385,5.889,8.75365
2023-05-11 12:00:00,17.51,8.15545,7.465,0.645,0.134,6.448,8.6814
2023-05-11 16:00:00,18.985,8.13555,7.07,0.59,0.1495,7.562,8.40025
2023-05-11 20:00:00,19.24,8.1386,6.825,0.5615,0.1365,6.9425,8.079
2023-05-12 08:00:00,17.885,8.1356,6.965,0.6195,0.1355,6.447,8.0453
2023-05-12 12:00:00,19.605,8.1416,6.905,0.6315,0.1305,6.3415,8.11625
2023-05-12 16:00:00,21.005,8.1032,5.795,0.6085,0.1485,7.302,7.65405
2023-05-12 20:00:00,20.575,8.11555,5.435,0.581,0.131,6.1595,7.6959
2023-05-13 04:00:00,18.83,8.12445,5.435,0.581,0.131,6.1595,7.7096
2023-05-13 08:00:00,18.685,8.13105,5.13,0.378,0.1255,5.97,7.9007
2023-05-13 12:00:00,20.575,8.14605,5.11,0.3525,0.131,5.957,8.0611
2023-05-13 16:00:00,22.085,8.11475,5.11,0.344,0.131,5.957,7.5672
2023-05-13 20:00:00,21.665,8.11775,5.06,0.3035,0.1315,6,7.6002
2023-05-14 00:00:00,20.51,8.1327,5.26,0.3035,0.1345,5.853,7.6908
2023-05-14 04:00:00,19.6,8.17,5.18,0.104,0.1355,5.7865,7.87215
2023-05-14 08:00:00,19.6,8.1934,5.18,0.0705,0.1355,5.7865,8.03625
2023-05-14 16:00:00,22.995,8.21785,4.785,0.076,0.1335,5.775,8.1158
2023-05-14 20:00:00,22.455,8.18005,4.93,0.081,0.1255,5.6305,7.63525
2023-05-15 00:00:00,21.33,8.1977,4.93,0.081,0.1255,5.6305,7.95465
2023-05-15 04:00:00,20.395,8.21275,4.93,0.081,0.1255,5.6305,7.9722
2023-05-15 08:00:00,20.235,8.22685,4.8,0.0585,0.125,5.5155,8.04145
2023-05-15 16:00:00,24.015,8.22105,4.755,0.0625,0.1245,5.514,8.65115
2023-05-15 20:00:00,23.53,8.20995,4.615,0.041,0.132,5.4335,8.36515
2023-05-16 00:00:00,22.27,8.2157,4.615,0.041,0.132,5.4335,7.8082
2023-05-16 04:00:00,21.195,8.2289,4.525,0.0265,0.1245,5.37,7.9701
2023-05-16 08:00:00,21.155,8.2444,4.525,0.032,0.1245,5.37,8.12125
2023-05-16 12:00:00,23.12,8.27655,4.265,0.0405,0.1235,5.132,8.1554
2023-05-16 16:00:00,24.82,8.2831,4.265,0.0405,0.1235,5.132,8.22445
2023-05-16 20:00:00,24.395,8.2259,4.28,0.0405,0.122,5.0075,7.8924
2023-05-17 00:00:00,23.365,8.2258,4.34,0.0405,0.1235,5.015,7.9234
2023-05-17 04:00:00,22.27,8.23415,4.34,0.0405,0.1235,5.015,7.98865
2023-05-17 08:00:00,22.03,8.2551,4.1,0.0285,0.1205,4.813,8.2654
2023-05-17 12:00:00,23.475,8.30375,4.09,0.027,0.1205,4.8245,8.4325
2023-05-17 16:00:00,24.155,8.32015,4.09,0.033,0.1205,4.8245,8.2704
2023-05-17 20:00:00,23.715,8.26605,4.07,0.033,0.118,4.9255,7.9767
2023-05-18 08:00:00,21.24,8.28695,3.965,0.033,0.1165,4.9065,8.4002
2023-05-18 12:00:00,23.115,8.33535,3.895,0.0555,0.109,4.882,8.71525
2023-05-18 16:00:00,24.68,8.3631,3.795,0.0375,0.109,5.0145,8.71125
2023-05-18 20:00:00,24.325,8.31245,3.795,0.0655,0.109,5.0145,8.1536
2023-05-19 00:00:00,23.235,8.28915,3.745,0.0655,0.113,4.812,8.05815
2023-05-19 04:00:00,22.075,8.2871,3.685,0.06,0.1065,4.6945,8.1462
2023-05-19 08:00:00,21.72,8.3198,3.685,0.06,0.1065,4.6945,8.39975
2023-05-19 16:00:00,25.465,8.4072,3.635,0.052,0.1025,4.726,8.8139
2023-05-19 20:00:00,25.225,8.36805,3.165,0.035,0.1025,4.758,8.2632
2023-05-20 00:00:00,24.375,8.31945,3.17975,0.035,0.1025,4.758,8.0612
2023-05-20 04:00:00,23.23,8.2901,3.575,0.067,0.101,4.6625,8.08875
2023-05-20 08:00:00,22.505,8.30935,3.71,0.025,0.122,4.777,8.2701
2023-05-20 12:00:00,23.62,8.39365,3.875,0.0535,0.116,4.557,8.97575
2023-05-20 16:00:00,24.875,8.4726,3.805,0.056,0.1005,4.8425,9.33395
2023-05-20 20:00:00,24.16,8.4612,3.66,0.03,0.0985,4.603,8.65155
2023-05-21 00:00:00,23.565,8.3865,3.66,0.03,0.0985,4.603,8.42575
2023-05-21 04:00:00,22.265,8.3535,3.58,0.0715,0.097,4.6215,8.33835
2023-05-21 08:00:00,20.995,8.3675,3.735,0.027,0.12,4.6435,8.53275
